title,latitude,__CLASS__,redirect_url,salary_min,created,salary_max,salary_is_predicted,description,longitude,id,adref,company.__CLASS__,company.display_name,category.tag,category.label,category.__CLASS__,location.display_name,location.area,location.__CLASS__,contract_time,contract_type,country_code,country,currency,role_family,search_term,query_page,collected_at_utc,query_result_position
Graduate Data & Systems Analyst,49.4752,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5861428762?utm_medium=api&utm_source=aa0fc1e4,30000.0,2026-08-29T21:54:01Z,30000.0,0,"Turn your analytical skills into practical technology solutions in Guernsey. This Data & Systems Analyst role offers hands-on experience across data, systems and development, with genuine scope to build your technical career. The Company You will join an established professional services business in Guernsey that values accuracy, collaboration and continuous development. The team supports colleagues with learning opportunities, professional study support and flexible working arrangements. You w…",-2.525147,5861428762,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MTQyODc2MiIsInMiOiJObG00Vy1HbDhSR2NmS1llX2NJcHZBIn0.4v2yNW0MwQ7DElH06RfBVR4-peS4tdCaiy7wlxwdhQ4,Adzuna::API::Response::Company,Graduate Recruitment Bureau,graduate-jobs,Graduate Jobs,Adzuna::API::Response::Category,"Guernsey, Channel Isles","['UK', 'Channel Isles', 'Guernsey']",Adzuna::API::Response::Location,,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-01 08:44:34.761705+00:00,23
Data Analyst - SAP Success Factors,51.455002,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5861397280?utm_medium=api&utm_source=aa0fc1e4,104000.0,2026-08-29T19:10:56Z,104000.0,0,"We are seeking a talented and highly motivated Data Analyst with experience of SAP SuccessFactors to join our dynamic team. The ideal candidate will also have strong experience in SAP SuccessFactors Story Reporting and ideally one or more of SAC, Power BI and SQL , with the ability to turn complex data into meaningful insights for informed business decisions. The role will support both existing People Analytics reporting and the transition to SuccessFactors-based reporting , ensuring continuity…",-0.969088,5861397280,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MTM5NzI4MCIsInMiOiJObG00Vy1HbDhSR2NmS1llX2NJcHZBIn0.uKj-L3KSmmj1XblQ25SU5SDFdXKs5TyEFffdu4kI-6M,Adzuna::API::Response::Company,Pertemps,it-jobs,IT Jobs,Adzuna::API::Response::Category,"Reading, Berkshire","['UK', 'South East England', 'Berkshire', 'Reading']",Adzuna::API::Response::Location,full_time,contract,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-01 08:44:34.761705+00:00,24
Data Analyst Placement Programme No Experience Needed,53.410801,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5861373528?se=Nlm4W-Gl8RGcfKYe_cIpvA&utm_medium=api&utm_source=aa0fc1e4&v=03A31C17C731C4369050AFE1595ED8F716B83115,65000.0,2026-08-29T17:50:22Z,65000.0,0,"Data Analyst Placement Programme no experience needed From £30,000 to £65,000 per annum Trainee Data Analyst £30,000£65,000 Job Programme This is a self-funded programme that leads to employment, fees apply. Job Guarantee Complete the programme and get a job, or get your course fees back. Location: UK Wide (Remote Opportunities Available) Looking to start a career in Data Analysis? We are offering a structured pathway into Data Analysis, designed to help you enter the industry with no prior exp…",-2.97784,5861373528,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTmxtNFctR2w4UkdjZktZZV9jSXB2QSIsImkiOiI1ODYxMzczNTI4In0.t-ptGvzGurmk5dXv8bMCyTp48qNED1eE1MYhwI_B_6k,Adzuna::API::Response::Company,IT Online Learning,it-jobs,IT Jobs,Adzuna::API::Response::Category,"Liverpool, Merseyside","['UK', 'North West England', 'Merseyside', 'Liverpool']",Adzuna::API::Response::Location,,permanent,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-01 08:44:34.761705+00:00,25
Junior Data Analyst (Internal Applicants Only),54.613622,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5861242326?utm_medium=api&utm_source=aa0fc1e4,31726.82,2026-08-29T16:34:07Z,31726.82,1,"LI-DNI ROLE TITLE: Junior Data Analyst REPORTING LINE: The Junior Data Analyst will report directly to the Off-vessel and Enabling technology lead. LOCATION/BASE: You will be working at our location in the Titanic Quarter: Unit 1 Oakbank, Channel Park, Queens Road, Belfast BT3 9DT. CLOSING DATE: 2nd September 2026 @5pm DEPARTMENTAL OVERVIEW: The product team sits within the Artemis eVessels department and is responsible for the delivery of current vessel designs and the definition of new produc…",-5.898571,5861242326,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTmxtNFctR2w4UkdjZktZZV9jSXB2QSIsImkiOiI1ODYxMjQyMzI2In0.yXrkmrq8OVtjX7IJ3HBHNanRvMwWIB5-uIju4PuRXQE,Adzuna::API::Response::Company,Artemis Technologies,it-jobs,IT Jobs,Adzuna::API::Response::Category,"Sydenham, Belfast","['UK', 'Northern Ireland', 'Belfast', 'Sydenham']",Adzuna::API::Response::Location,full_time,permanent,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-01 08:44:34.761705+00:00,26
Business Data Analyst,,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5861239358?utm_medium=api&utm_source=aa0fc1e4,135200.0,2026-08-29T16:32:22Z,156000.0,0,"Job Description LRS Consulting Services is seeking a Business Analyst - Power BI for a contract opportunity with our client in Bedford, TX. We are looking for an experienced Business Analyst with expertise in Power BI report and dashboard development to support reporting and analytics initiatives in an auto finance environment. This is a hands-on contract role requiring an individual who can quickly understand business processes and data, perform meaningful analysis, and independently develop e…",,5861239358,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTmxtNFctR2w4UkdjZktZZV9jSXB2QSIsImkiOiI1ODYxMjM5MzU4In0.e_W8hZg770WwwSdlqMBq_s4qg57Pj_qpbKi3aTiIjn8,Adzuna::API::Response::Company,L R S,it-jobs,IT Jobs,Adzuna::API::Response::Category,UK,['UK'],Adzuna::API::Response::Location,,contract,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-01 08:44:34.761705+00:00,27
Alternatives Data Operations Analyst,55.943116,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5861234016?utm_medium=api&utm_source=aa0fc1e4,54108.29,2026-08-29T16:28:23Z,54108.29,1,"Who We Are Addepar is a global data and AI platform empowering investment professionals to turn complex financial information into actionable intelligence. Addepar unifies portfolio, market and client data in a total portfolio view and delivers AI-powered insights within investment and client workflows. More than 1,400 firms in nearly 60 countries use Addepar to manage and advise on nearly $9 trillion in assets. Its open platform integrates with nearly 650 software, data and consulting partners…",-3.327942,5861234016,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTmxtNFctR2w4UkdjZktZZV9jSXB2QSIsImkiOiI1ODYxMjM0MDE2In0.hC-cz7ffsF07TgDQGnjVpOpvUl2iHfX7Eqt-1NjZbRs,Adzuna::API::Response::Company,Addepar,it-jobs,IT Jobs,Adzuna::API::Response::Category,"Edinburgh, Scotland","['UK', 'Scotland', 'Edinburgh']",Adzuna::API::Response::Location,,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-01 08:44:34.761705+00:00,28
Data Analyst - FinCrime,,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5861222704?utm_medium=api&utm_source=aa0fc1e4,54131.31,2026-08-29T16:19:22Z,54131.31,1,"Description Join Zepz: Breaking Down Borders, Together Our Meaningful Mission At Zepz, we're all about breaking down barriers for our customers and our teammates. Our purpose is deeply personal, we provide a lifeline and deliver opportunities to cross-border communities that need it most through cutting edge finance and tech. Zepz is the power behind WorldRemit and Sendwave , driven by the mission to celebrate the incredible impact migrants have, both at home and abroad. We're not just moving m…",,5861222704,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MTIyMjcwNCIsInMiOiJObG00Vy1HbDhSR2NmS1llX2NJcHZBIn0.41OXzsDpb_FSworj3KlDIeSkwyNbv6a90uGCtSJaHkE,Adzuna::API::Response::Company,Zepz,it-jobs,IT Jobs,Adzuna::API::Response::Category,UK,['UK'],Adzuna::API::Response::Location,full_time,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-01 08:44:34.761705+00:00,29
Risk Technology Data Analyst,51.503378,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5861182353?se=Nlm4W-Gl8RGcfKYe_cIpvA&utm_medium=api&utm_source=aa0fc1e4&v=9B7D2E1142A3B2B572CCAA707DBE965F707754DC,46263.4,2026-08-29T15:29:41Z,46263.4,1,"The Risk Technology Data Analyst will be a key member of the Risk Management Technology team, contributing to the development and enhancement of risk systems. This role offers an opportunity to work with a dynamic team, utilizing cutting-edge technologies to manage and mitigate risks across the enterprise. Responsibilities Collaborate with Risk Management to gather and analyze requirements for risk systems. Build and enhance data analysis processes, including asset valuations and custom measure…",-0.139134,5861182353,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTmxtNFctR2w4UkdjZktZZV9jSXB2QSIsImkiOiI1ODYxMTgyMzUzIn0.4IPD54fT6YYC6b3TM0alo1mpT2ScajCTlmNIAdXoDSc,Adzuna::API::Response::Company,BGC Partners,it-jobs,IT Jobs,Adzuna::API::Response::Category,"London, UK","['UK', 'London']",Adzuna::API::Response::Location,full_time,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-01 08:44:34.761705+00:00,30
Business & Data Analyst,51.24723,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5861004130?utm_medium=api&utm_source=aa0fc1e4,30000.0,2026-08-29T11:42:59Z,32000.0,0,"Salary: £30,000 - 32,000 per year Requirements: Solid experience with macro development, such as Excel VBA or similar tools. Basic experience with scripting languages, such as Python or PowerShell. Understanding of data validation and transformation processes. Strong problem-solving skills and attention to detail. Ability to work collaboratively with technical and non-technical teams. Eagerness to learn and grow in a fast-paced environment. Familiarity with housing or property data. Experience …",1.307829,5861004130,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MTAwNDEzMCIsInMiOiJObG00Vy1HbDhSR2NmS1llX2NJcHZBIn0.mIcmJLHbtabRtp-8eUQV2_zIuXg3IpsKZVUKysJkiFo,Adzuna::API::Response::Company,Exposed Solutions,it-jobs,IT Jobs,Adzuna::API::Response::Category,"Eastry, Sandwich","['UK', 'South East England', 'Kent', 'Sandwich', 'Eastry']",Adzuna::API::Response::Location,full_time,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-01 08:44:34.761705+00:00,31
Data Analyst Security Analytics,51.542022,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5861003030?utm_medium=api&utm_source=aa0fc1e4,60000.0,2026-08-29T11:42:53Z,60000.0,0,"Salary: £60,000 - 60,000 per year Requirements: Experience designing and operating reliable data platforms or analytics engineering solutions in production environments. Experience building production-quality data pipelines and automation using Python, SQL, or similar technologies. Experience modeling data for analytical use cases. Strong understanding of modern data engineering practices, including data modeling, ETL/ELT, API integrations, data quality, and observability. Experience working in…",-0.125107,5861003030,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MTAwMzAzMCIsInMiOiJObG00Vy1HbDhSR2NmS1llX2NJcHZBIn0.uq2Xz6UZ1CM0rjabkaUA3wIWyearNYSYgIBZT024UVo,Adzuna::API::Response::Company,wayve,it-jobs,IT Jobs,Adzuna::API::Response::Category,"Camden, North West London","['UK', 'London', 'North West London', 'Camden']",Adzuna::API::Response::Location,full_time,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-01 08:44:34.761705+00:00,32
Data Governance Analyst,50.722281,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5861003006?utm_medium=api&utm_source=aa0fc1e4,48000.0,2026-08-29T11:42:53Z,88000.0,0,"Salary: £48,000 - 88,000 per year Requirements: Demonstrated data governance expertise Strong data quality analysis skills Proven stakeholder partnership skills Experience working within data governance, data management or data quality environments Strong data analysis skills with the ability to identify trends, issues and root causes Knowledge of data management tools, ideally Collibra, including glossary and classification management Experience working with insurance or financial services dat…",-1.878571,5861003006,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MTAwMzAwNiIsInMiOiJObG00Vy1HbDhSR2NmS1llX2NJcHZBIn0.eIJLojr9YAL4a2DKFP47QG5XmwHU4assw_Mz2X33Q3U,Adzuna::API::Response::Company,Vitality,it-jobs,IT Jobs,Adzuna::API::Response::Category,"Westbourne, Bournemouth","['UK', 'South West England', 'Dorset', 'Bournemouth', 'Westbourne']",Adzuna::API::Response::Location,full_time,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-01 08:44:34.761705+00:00,33
Data Analyst,51.507282,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5861002735?utm_medium=api&utm_source=aa0fc1e4,63000.0,2026-08-29T11:42:52Z,69000.0,0,"Salary: £63,000 - 69,000 per year Requirements: 2-4 years of experience in a data analyst, business analyst or similar analytics role Proficiency in SQL, including writing queries to explore, filter, join and aggregate data reliably Experience with at least one BI/visualisation tool such as Looker, Tableau, Power BI or similar Familiarity with modern data stacks and tools such as BigQuery, Snowflake, PostgreSQL and dbt Strong analytical and problem-solving skills with an eye for detail Excellen…",-0.095911,5861002735,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTmxtNFctR2w4UkdjZktZZV9jSXB2QSIsImkiOiI1ODYxMDAyNzM1In0.GPgNJzE8TJjDYk_xJP1Y8omllfrGwe2ON9p29Mu_Jvg,Adzuna::API::Response::Company,Manual,it-jobs,IT Jobs,Adzuna::API::Response::Category,"Bankside, South East London","['UK', 'London', 'South East London', 'Bankside']",Adzuna::API::Response::Location,full_time,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-01 08:44:34.761705+00:00,34
Senior Data Analyst,53.478349,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5861002755?utm_medium=api&utm_source=aa0fc1e4,61000.0,2026-08-29T11:42:52Z,93000.0,0,"Salary: £61,000 - 93,000 per year Requirements: Expert SQL proficiency, including complex and efficient queries on large datasets in BigQuery. Strong working knowledge of search and personalisation analytics, including search algorithms, recommendation engines, and personalisation models. Strong technical skills in data analysis and statistics, particularly in evaluating ranking quality. Proficiency in data visualisation tools such as Looker or Looker Studio. Ability to tell a compelling story …",-2.223261,5861002755,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTmxtNFctR2w4UkdjZktZZV9jSXB2QSIsImkiOiI1ODYxMDAyNzU1In0.nbCKCr9QDniv_X090OuUqFTVnDSxQ0pWpgzSPa0n-ko,Adzuna::API::Response::Company,On the Beach Group plc,it-jobs,IT Jobs,Adzuna::API::Response::Category,"Ardwick, Manchester","['UK', 'North West England', 'Greater Manchester', 'Manchester', 'Ardwick']",Adzuna::API::Response::Location,full_time,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-01 08:44:34.761705+00:00,35
Operations Data Analyst,51.509574,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5861002650?utm_medium=api&utm_source=aa0fc1e4,46000.0,2026-08-29T11:42:51Z,83000.0,0,"Salary: £46,000 - 83,000 per year Requirements: Strong analytical skills and problem-solving abilities Aptitude for managing data and analysis Advanced Excel skills Knowledge of basic coding or an interest in learning Insurance exposure is beneficial but not essential Responsibilities: Manage Europe Operations MI reporting, including designing and developing MI for reporting team performance, account processing statuses, Operations initiatives, implementation, and ad hoc reports Manage quality …",-0.082097,5861002650,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MTAwMjY1MCIsInMiOiJObG00Vy1HbDhSR2NmS1llX2NJcHZBIn0.t4HlOTufPOXO-XquVoawG3msLTA_hrhfk8g94126W1E,Adzuna::API::Response::Company,Taylor James Resourcing,accounting-finance-jobs,Accounting & Finance Jobs,Adzuna::API::Response::Category,"Fenchurch St, Central London","['UK', 'London', 'Central London', 'Fenchurch St']",Adzuna::API::Response::Location,full_time,contract,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-01 08:44:34.761705+00:00,36
Data Analyst,51.4969,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5861002538?utm_medium=api&utm_source=aa0fc1e4,55000.0,2026-08-29T11:42:51Z,95000.0,0,"Salary: £55,000 - 95,000 per year Requirements: We are looking for an experienced Data Analyst. You have extensive experience in Data Analytics and Data Science, with the ability to use BI tools such as Power BI and Tableau. You have extensive knowledge of Performance Analytics and tooling such as Google Analytics, Google Tag Manager, and Amplitude. You have experience capturing requirements and producing Governance & Control documentation; knowledge of GDS is an added advantage. You have appli…",-0.143916,5861002538,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTmxtNFctR2w4UkdjZktZZV9jSXB2QSIsImkiOiI1ODYxMDAyNTM4In0.D2dpvMS6k9QAHRCV_lADy7UfR2Z36OwxASa-jZBRRPM,Adzuna::API::Response::Company,Solirius Consulting,it-jobs,IT Jobs,Adzuna::API::Response::Category,"Victoria, South West London","['UK', 'London', 'South West London', 'Victoria']",Adzuna::API::Response::Location,full_time,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-01 08:44:34.761705+00:00,37
Sr Programmer-Sr Data Scientist/Analyst Real-World Data (SAS/R),51.518222,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5861002249?utm_medium=api&utm_source=aa0fc1e4,55000.0,2026-08-29T11:42:50Z,85000.0,0,"Salary: £55,000 - 85,000 per year Requirements: Highly proficient in SAS or R. Extensive familiarity with commercial claims and EHR databases, such as Optum, MarketScan, IQVIA PharMetrics, or HealthVerity. Ability to conduct longitudinal cohort studies, including creating study cohorts, baseline and outcome variables from scratch. Solid understanding of epidemiologic study designs and methodologies. Hands-on experience with basic statistical tests, regression models, and survival analysis. Adva…",-0.123576,5861002249,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTmxtNFctR2w4UkdjZktZZV9jSXB2QSIsImkiOiI1ODYxMDAyMjQ5In0.pXNmygB-p37g6LvkSEs98Chqlv7FbzwgUGebJwYciX0,Adzuna::API::Response::Company,Syneos Health,scientific-qa-jobs,Scientific & QA Jobs,Adzuna::API::Response::Category,"Bloomsbury, Central London","['UK', 'London', 'Central London', 'Bloomsbury']",Adzuna::API::Response::Location,full_time,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-01 08:44:34.761705+00:00,38
Data Privacy & AI Governance Senior Analyst - London,51.511737,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5861002272?utm_medium=api&utm_source=aa0fc1e4,63000.0,2026-08-29T11:42:50Z,103000.0,0,"Salary: £63,000 - 103,000 per year Requirements: Minimum 3 years experience in data privacy and/or data governance, in an in-house role or in a consulting capacity. Strong critical thinking skills with the ability to identify workflow improvements. Experience working on cross-functional projects. Experience suited to owning the development and improvement of frameworks, policies and procedures. Ability to distil complex issues into guidance appropriate for the audience. Strong written and verba…",-0.105064,5861002272,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTmxtNFctR2w4UkdjZktZZV9jSXB2QSIsImkiOiI1ODYxMDAyMjcyIn0.Gs-K-U71ggwxVW8HGfaiRk5bOo8Hzt28-PjjVnU1x34,Adzuna::API::Response::Company,Teya Solutions,it-jobs,IT Jobs,Adzuna::API::Response::Category,"Blackfriars, Central London","['UK', 'London', 'Central London', 'Blackfriars']",Adzuna::API::Response::Location,full_time,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-01 08:44:34.761705+00:00,39
